Iteration,SSIM,L1,PSNR,Loss,FPS,Iteration Time,Model Size (MB)
6800,0.9215655326843262,0.02339479885995388,29.293440246582033,0.03440273553133011,34.55146226281737,204.782,247.15120315551758
7000,0.9405866265296936,0.016791734844446182,29.451177215576173,0.025316063314676285,34.01116328625288,211.103,258.333927154541
7200,0.949776828289032,0.012173924595117569,30.10626983642578,0.01978377439081669,33.54155848152232,217.468,266.04348373413086
7400,0.9303095936775208,0.023771818727254868,30.601333236694337,0.03295553848147392,29.79777628365541,223.923,273.88879776000977
7600,0.9058056473731995,0.022449394688010216,30.070538330078126,0.0367983877658844,32.08471586966074,230.372,280.6147041320801
7800,0.9054431319236755,0.02183489501476288,31.045772552490234,0.036379292607307434,31.521335135555667,236.878,285.826229095459
8000,0.9333446025848389,0.019053377211093903,30.71850814819336,0.02857378125190735,32.360080954517706,243.429,292.1954765319824
8200,0.9437536001205444,0.023125478997826576,30.882934188842775,0.029749665409326553,29.16417878234347,249.897,296.19677352905273
8400,0.9553530216217041,0.01665377989411354,30.415303802490236,0.022252419963479042,31.420929754785284,256.461,301.23115158081055
8600,0.9570928812026978,0.017655547708272934,30.68165740966797,0.022705862298607826,30.83167449286527,263.073,305.4826774597168
8800,0.93315190076828,0.01517721638083458,31.209631347656252,0.025511393323540688,31.290238314368278,269.663,309.0320014953613
9000,0.9222891330718994,0.015599021688103676,30.77575912475586,0.028021391481161118,31.89608658364409,276.329,313.1945991516113
9200,0.8844470977783203,0.03300793468952179,26.682886505126955,0.04951693117618561,31.175178305527545,283.442,242.14355087280273
9400,0.9268165826797485,0.02638152614235878,29.24471130371094,0.0357419028878212,32.22234083855107,290.045,248.78407669067383
9600,0.9153726100921631,0.022987470030784607,29.709060668945312,0.03531545400619507,33.06804914416883,296.734,258.474178314209
9800,0.9353213310241699,0.018284223973751068,30.66004104614258,0.02756311371922493,31.819181828361234,303.299,266.98196029663086
10000,0.9408448934555054,0.018105261027812958,30.726527786254884,0.02631523087620735,33.09921975468264,309.962,274.0255012512207
10200,0.9448124170303345,0.018644293770194054,31.00889358520508,0.025952951982617378,32.065752014445636,316.606,280.2218589782715
10400,0.9520875215530396,0.01664297841489315,31.45398864746094,0.02289687842130661,29.41807879108287,323.341,285.6422233581543
10600,0.9517161846160889,0.017652345821261406,31.287308883666995,0.02377863973379135,29.5856291923339,330.100,289.9493293762207
10800,0.9369804263114929,0.015422743745148182,31.4789176940918,0.02494211122393608,31.64185262187688,336.827,294.33022689819336
11000,0.953342854976654,0.014981967397034168,31.566482543945312,0.021317003294825554,28.660047864414043,343.631,297.9235420227051
11200,0.9355885982513428,0.015528105199337006,31.442934799194337,0.02530476450920105,31.512180520903517,350.410,302.23774337768555
11400,0.9571762681007385,0.018791018053889275,31.530122375488283,0.023597560822963715,28.630405389170548,357.084,305.58745193481445
11600,0.9486961364746094,0.012052861973643303,31.750720214843753,0.019903063774108887,31.769429256381407,363.856,308.43078994750977
11800,0.9581204652786255,0.014645485207438469,31.870790100097658,0.020092295482754707,29.288382709101665,370.610,311.9377784729004
12000,0.9500077366828918,0.01724451594054699,31.486019897460938,0.023794066160917282,31.181152188677945,377.386,314.95779037475586
12200,0.9188230037689209,0.04041605070233345,26.805120849609377,0.0485682412981987,30.14174937679946,384.620,247.38700485229492
12400,0.9268868565559387,0.026082178577780724,30.559928512573244,0.035488374531269073,29.579356465299398,391.409,252.2234230041504
12600,0.9206041097640991,0.01890397071838379,30.181583404541016,0.031002353876829147,31.57229027612626,398.218,261.172061920166
12800,0.9029763340950012,0.02023874782025814,30.757680130004886,0.03559572994709015,31.029564755857493,405.021,268.72575759887695
13000,0.9518069624900818,0.018985237926244736,31.026622772216797,0.02482679858803749,29.064361155376652,411.827,274.5046730041504
13200,0.9600809812545776,0.016626451164484024,31.866286849975587,0.021284963935613632,28.34477332150283,418.572,280.47492599487305
13400,0.9404699802398682,0.018955295905470848,31.428083419799805,0.027070241048932076,31.186130318775586,425.354,284.4743309020996
13600,0.9171366095542908,0.015777062624692917,31.509056091308594,0.02919432893395424,31.13740789963963,432.171,288.5380668640137
13800,0.9148659110069275,0.017512911930680275,31.867462158203125,0.03103714808821678,30.146401128466053,438.924,291.8627052307129
14000,0.9219381809234619,0.016099901869893074,31.58266830444336,0.028492286801338196,32.10159103363611,445.797,295.11733627319336
14200,0.9571849703788757,0.017564263194799423,31.94110145568848,0.022614415735006332,27.773233851001958,452.659,298.7726173400879
14400,0.9689838886260986,0.013490627519786358,31.280701828002933,0.01699572429060936,27.58027738303417,459.587,301.3572120666504
14600,0.9498140811920166,0.017794501036405563,32.57682800292969,0.02427278459072113,28.79526171718814,466.429,304.10097885131836
14800,0.9523220658302307,0.015747053548693657,32.42713165283203,0.022133231163024902,31.450274765798664,473.329,306.578670501709
15000,0.9471391439437866,0.011894751340150833,32.869805908203126,0.020087972283363342,31.40880365244282,480.232,309.5958442687988
15200,0.9537991881370544,0.015528134070336819,32.111841964721684,0.021662671118974686,31.484750444763055,487.143,309.5958442687988
15400,0.9309141039848328,0.01304018683731556,32.741091918945315,0.024249328300356865,31.405772648510084,494.083,309.5958442687988
15600,0.8895850777626038,0.028252869844436646,32.54477081298828,0.044685281813144684,30.091593491664387,500.979,309.5958442687988
15800,0.9318082928657532,0.013411405496299267,32.63766555786133,0.02436746656894684,30.87935678058581,507.837,309.5958442687988
16000,0.9352351427078247,0.017866002395749092,32.34902687072754,0.027245773002505302,30.712410675393265,514.743,309.5958442687988
16200,0.9644961357116699,0.014359291642904282,32.67019767761231,0.01858820766210556,27.28819028782595,521.656,309.5958442687988
16400,0.9340990781784058,0.014408906921744347,33.06127166748047,0.024707309901714325,31.046120087696195,528.529,309.5958442687988
16600,0.9643483757972717,0.014241225086152554,32.76321258544922,0.018523305654525757,28.39174596284284,535.443,309.5958442687988
16800,0.9420861005783081,0.01837165467441082,32.3814754486084,0.026280103251338005,30.959720145596094,542.295,309.5958442687988
17000,0.9645711183547974,0.012439528480172157,32.751190185546875,0.017037399113178253,28.343951971498623,549.149,309.5958442687988
17200,0.9583458304405212,0.01829603686928749,32.68201522827149,0.022967662662267685,27.887443001772432,555.937,309.5958442687988
17400,0.9691822528839111,0.010933425277471542,33.160518646240234,0.014910290017724037,28.212933690285606,562.767,309.5958442687988
17600,0.9633323550224304,0.013216320425271988,33.518017578125004,0.017906585708260536,28.300418162688107,569.621,309.5958442687988
17800,0.967147946357727,0.014343724586069584,33.737308502197266,0.018045391887426376,28.646596287932475,576.376,309.5958442687988
18000,0.9664748907089233,0.013038871809840202,33.563720703125,0.017136119306087494,28.82586163973479,583.191,309.5958442687988
18200,0.9239739179611206,0.01962408609688282,33.01010360717773,0.030904486775398254,30.795700885195487,590.003,309.5958442687988
18400,0.968162477016449,0.013675384223461151,33.10388641357422,0.017307812348008156,29.783235795690167,596.860,309.5958442687988
18600,0.9646115303039551,0.012362000532448292,33.44655990600586,0.016967294737696648,32.11531444295438,603.688,309.5958442687988
18800,0.9465409517288208,0.010930298827588558,33.36737899780274,0.019436048343777657,31.504047758898086,610.519,309.5958442687988
19000,0.9624226689338684,0.012808826752007008,33.578110504150395,0.017762528732419014,29.261176066120722,617.218,309.5958442687988
19200,0.9690415263175964,0.010291796177625656,33.345498657226564,0.014425132423639297,31.836816881829694,624.012,309.5958442687988
19400,0.9635448455810547,0.01466209813952446,33.30610809326172,0.01902071014046669,28.618053181125255,630.669,309.5958442687988
19600,0.9668596982955933,0.011976606212556362,33.504722595214844,0.016209345310926437,28.58203892567017,637.347,309.5958442687988
19800,0.9654166102409363,0.012594967149198055,33.56785278320313,0.016992652788758278,28.555294511332185,644.116,309.5958442687988
20000,0.9604241847991943,0.015294801443815231,33.81467056274414,0.020151004195213318,31.90764815775824,650.793,309.5958442687988
20200,0.9480903148651123,0.011578435078263283,33.72551956176758,0.019644685089588165,31.54883092147441,657.455,309.5958442687988
20400,0.9430283308029175,0.013111153617501259,33.654215240478514,0.02188325673341751,31.428767193826417,664.602,309.5958442687988
20600,0.9416264295578003,0.016086967661976814,33.77122421264649,0.024544287472963333,31.466488982665666,671.328,309.5958442687988
20800,0.932623028755188,0.014810577966272831,33.717810821533206,0.025323856621980667,31.786039831371898,678.015,309.5958442687988
21000,0.9664270281791687,0.013868243433535099,33.970926666259764,0.0178091898560524,28.82500900286717,684.682,309.5958442687988
21200,0.9690676927566528,0.012924009002745152,33.76649475097656,0.016525669023394585,30.362915508895963,691.367,309.5958442687988
21400,0.9532720446586609,0.010710553266108036,34.055179595947266,0.01791403442621231,32.67297270096005,697.979,309.5958442687988
21600,0.9305302500724792,0.013337153941392899,33.785047149658205,0.02456367388367653,31.6264816769718,704.623,309.5958442687988
21800,0.9471727609634399,0.013637401163578033,34.228100585937504,0.02147536911070347,31.769494709255206,711.240,309.5958442687988
22000,0.9714174270629883,0.009186132811009884,33.840552520751956,0.013065421022474766,32.03419666135297,717.850,309.5958442687988
22200,0.9686540961265564,0.011920127086341381,34.14764633178711,0.015805281698703766,28.54027237286305,724.456,309.5958442687988
22400,0.9538474082946777,0.014006438665091991,33.946851348876955,0.020435668528079987,31.872143759242178,731.071,309.5958442687988
22600,0.9443455338478088,0.012072958052158356,34.09098434448242,0.020789260044693947,32.77605266643949,737.787,309.5958442687988
22800,0.9430897235870361,0.012982096523046494,34.06531829833985,0.02176773175597191,31.34004004419866,744.445,309.5958442687988
23000,0.9244487285614014,0.014719950966536999,34.26011199951172,0.026886215433478355,31.888795998573094,751.035,309.5958442687988
23200,0.9485808610916138,0.01304600015282631,34.34674530029297,0.020720627158880234,31.926328204928968,757.680,309.5958442687988
23400,0.9645453095436096,0.013283434323966503,33.74321670532227,0.01771768555045128,29.530051951100766,764.284,309.5958442687988
23600,0.951724112033844,0.01330095436424017,34.33976745605469,0.020295940339565277,31.253001009501595,770.913,309.5958442687988
23800,0.938909113407135,0.012095247395336628,34.21104125976563,0.02189437672495842,32.024741771322105,777.492,309.5958442687988
24000,0.9629155397415161,0.012960256077349186,34.54023666381836,0.017785096541047096,30.760782068101225,784.131,309.5958442687988
24200,0.9528969526290894,0.011332271620631218,34.00741882324219,0.018486427143216133,32.1406821827425,790.795,309.5958442687988
24400,0.9648014903068542,0.012670601718127728,34.715779113769536,0.017176182940602303,30.37141446326464,797.373,309.5958442687988
24600,0.9621797204017639,0.01455265749245882,34.58014068603516,0.019206183031201363,28.595429927921288,803.969,309.5958442687988
24800,0.9546047449111938,0.013233942911028862,34.311501312255864,0.01966620609164238,32.504409553774856,810.620,309.5958442687988
25000,0.9742406010627747,0.011462917551398277,34.53400802612305,0.01432221382856369,29.61344281125271,817.277,309.5958442687988
25200,0.9350839257240295,0.014265373349189758,34.300418090820315,0.024395514279603958,32.03945287852932,823.883,309.5958442687988
25400,0.9727116823196411,0.012007838115096092,34.29744186401367,0.015063934028148651,29.92372044772344,830.482,309.5958442687988
25600,0.957943856716156,0.012786605395376682,34.68088836669922,0.018640514463186264,31.722023762596454,837.091,309.5958442687988
25800,0.9399071335792542,0.011789467185735703,34.73087997436524,0.021450147032737732,31.982790510184465,843.662,309.5958442687988
26000,0.961513102054596,0.014066210947930813,34.47408828735352,0.01895034871995449,32.37402631019473,850.233,309.5958442687988
26200,0.9557897448539734,0.013422505930066109,34.18638229370117,0.01958005502820015,33.39817130793813,856.848,309.5958442687988
26400,0.9784935712814331,0.009231625124812126,34.35493087768555,0.01168658584356308,29.87983052168882,863.438,309.5958442687988
26600,0.96440589427948,0.013267315924167633,34.500849914550784,0.01773267425596714,29.959581353982355,870.033,309.5958442687988
26800,0.9382806420326233,0.012564812786877155,34.645954895019536,0.022395722568035126,32.62821664138124,876.604,309.5958442687988
27000,0.9692355394363403,0.010722286999225616,34.29294128417969,0.014730721712112427,29.161563878746968,883.206,309.5958442687988
27200,0.9602178931236267,0.01069903839379549,34.42711639404297,0.01651565358042717,33.074662065169115,889.780,309.5958442687988
27400,0.9696213603019714,0.011391757056117058,34.54154510498047,0.015189133584499359,29.3924003853447,896.411,309.5958442687988
27600,0.9722716212272644,0.009082176722586155,34.37622909545899,0.012811416760087013,32.615138959037544,903.028,309.5958442687988
27800,0.930444061756134,0.017211008816957474,34.95911407470703,0.027679994702339172,31.999787110791317,909.638,309.5958442687988
28000,0.952560544013977,0.014414419420063496,34.73554229736328,0.021019427105784416,32.603229391759555,916.235,309.5958442687988
28200,0.9371820092201233,0.011637251824140549,34.78934860229492,0.02187339961528778,33.00776219563367,922.746,309.5958442687988
28400,0.9676806330680847,0.010985186323523521,34.59044570922852,0.015252022072672844,29.71707428112282,929.313,309.5958442687988
28600,0.9523322582244873,0.01190696470439434,34.3772331237793,0.01905912160873413,32.380600519176106,935.910,309.5958442687988
28800,0.9669149518013,0.012624933384358883,34.78798751831055,0.016716957092285156,28.956633755978412,942.480,309.5958442687988
29000,0.9309494495391846,0.013230915181338787,34.63189468383789,0.024394843727350235,32.39657929276704,949.090,309.5958442687988
29200,0.9661089181900024,0.012822225689888,34.656019592285155,0.017035996541380882,31.024636480339826,955.695,309.5958442687988
29400,0.9483151435852051,0.010847127996385098,34.97976913452148,0.019014675170183182,32.6118726977018,962.219,309.5958442687988
29600,0.9725301265716553,0.010906780138611794,34.82462615966797,0.01421939954161644,30.198604577114246,968.826,309.5958442687988
29800,0.961872935295105,0.011902933940291405,34.8327995300293,0.017147760838270187,31.930502824053605,975.336,309.5958442687988
